Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,1991,1-Mar-91,Total,Female,Unknown,Married,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,121239418,3
United States of America,1990,1-Mar-90,Total,Male,Total,Total,Estimate - de jure,"Final figure, complete",1990,119812000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,Total,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,56226721,3
United States of America,1990,1-Mar-90,Total,Male,Total,Single (never married),Estimate - de jure,"Final figure, complete",1990,55362000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,Total,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,53781245,3
United States of America,1990,1-Mar-90,Total,Male,Total,Married,Estimate - de jure,"Final figure, complete",1990,53256000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,Total,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,2377589,3
United States of America,1990,1-Mar-90,Total,Male,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,2333000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,Total,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,6957466,3
United States of America,1990,1-Mar-90,Total,Male,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,6283000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,Total,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,1896397,3
United States of America,1990,1-Mar-90,Total,Male,Total,Married but separated,Estimate - de jure,"Final figure, complete",1990,1821000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,Total,Unknown,Estimate - de jure,"Final figure, complete",1990,756000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,0 - 14,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,27422103,3
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Total,Estimate - de jure,"Final figure, complete",1990,27857000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,0 - 14,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,27422103,3
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Single (never married),Estimate - de jure,"Final figure, complete",1990,27857000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,0 - 14,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,0,3
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Married,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,0 - 14,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,0,3
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,0 - 14,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,0,3
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,0 - 14,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,0,3
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Married but separated,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Mar-90,Total,Male,0 - 14,Unknown,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,9102698,3
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Total,Estimate - de jure,"Final figure, complete",1990,8722000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,8894767,3
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1990,8595000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,177707,3
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Married,Estimate - de jure,"Final figure, complete",1990,111000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,3682,3
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,11992,3
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,3000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,15 - 19,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,14550,3
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1990,8000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,15 - 19,Unknown,Estimate - de jure,"Final figure, complete",1990,4000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,9675596,3
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Total,Estimate - de jure,"Final figure, complete",1990,8811000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,7622622,3
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1990,6985000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,1794993,3
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Married,Estimate - de jure,"Final figure, complete",1990,1619000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,6471,3
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,0,"3,4"
United States of America,1990,1-Apr-90,Total,Male,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,147389,3
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,95000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,20 - 24,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,104121,3
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1990,81000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1990,32000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,10695936,3
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Total,Estimate - de jure,"Final figure, complete",1990,10515000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,4924494,3
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1990,4749000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,4923920,3
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Married,Estimate - de jure,"Final figure, complete",1990,4980000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,12167,3
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,6000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,593630,3
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,493000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,241725,3
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1990,204000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1990,84000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,10876933,3
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Total,Estimate - de jure,"Final figure, complete",1990,10947000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,2855846,3
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1990,2955000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,6719234,3
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Married,Estimate - de jure,"Final figure, complete",1990,6697000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,20250,3
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,18000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,981423,3
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,867000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,30 - 34,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,300180,3
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1990,316000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1990,94000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Total,Estimate - de jure,"Final figure, complete",1990,9844000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1990,1450000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Married,Estimate - de jure,"Final figure, complete",1990,6889000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,35000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,1075000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1990,274000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1990,122000,"3,4"
United States of America,1990,1-Apr-90,Total,Male,35 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",1995,18594227,3
United States of America,1990,1-Apr-90,Total,Male,35 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1995,2493033,3
United States of America,1990,1-Apr-90,Total,Male,35 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",1995,13228554,3
United States of America,1990,1-Apr-90,Total,Male,35 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,71894,3
United States of America,1990,1-Apr-90,Total,Male,35 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1995,2257804,3
United States of America,1990,1-Apr-90,Total,Male,35 - 44,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1995,542942,3
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Total,Estimate - de jure,"Final figure, complete",1990,8487000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1990,895000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Married,Estimate - de jure,"Final figure, complete",1990,6281000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1990,42000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1990,962000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1990,244000,"3,4"
United States of America,1990,1-Mar-90,Total,Male,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1990,63000,"3,4"
